學校,科系,項目,說明,指定項目甄試日期
臺北醫學大學,藥學系藥學組,修課紀錄(A)、課程學習成果(B)、多元表現(F、G、L、M、N)、學習歷程自述(O、P、Q)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,"1.準備內容請至本校教務處招生組最新消息參閱本系甄試審查資料準備指引。
2.繳交資料上傳截止時間：114年5月7日下午9時止。",114.5.17至114.5.18
臺北醫學大學,藥學系藥學組(英語組),修課紀錄(A)、課程學習成果(B)、多元表現(F、G、L、M、N)、學習歷程自述(O、P、Q)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,"1.準備內容請至本校教務處招生組最新消息參閱本系甄試審查資料準備指引。
2.多元表現之檢定證照含大考中心高中英語聽力測驗及其它英語能力檢定。
3.繳交資料上傳截止時間：114年5月7日下午9時止。",114.5.17至114.5.18
臺北醫學大學,藥學系臨床藥學組,修課紀錄(A)、課程學習成果(B)、多元表現(F、G、L、M、N)、學習歷程自述(O、P、Q)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,"1.準備內容請至本校教務處招生組最新消息參閱本系甄試審查資料準備指引。
2.繳交資料上傳截止時間：114年5月7日下午9時止。",114.5.17至114.5.18
臺北醫學大學,醫學檢驗暨生物技術學系,修課紀錄(A)、課程學習成果(D)、多元表現(F、I、L、M、N)、學習歷程自述(O、P、Q)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,"1.準備內容請至本校教務處招生組最新消息參閱本系甄試審查資料準備指引。
2.繳交資料上傳截止時間：114年5月7日下午9時止。",114.5.16至114.5.17
臺北醫學大學,護理學系,修課紀錄(A)、課程學習成果(C、D)、多元表現(H、J、L、M、N)、學習歷程自述(O)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,"1.準備內容請至本校教務處招生組最新消息參閱本系甄試審查資料準備指引。
2.繳交資料上傳截止時間：114年5月7日下午9時止。",114.5.17至114.5.18
臺北醫學大學,保健營養學系,修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、G、I、M、N)、學習歷程自述(O、P、Q)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,"1.準備內容請至本校教務處招生組最新消息參閱本系甄試審查資料準備指引。
2.學習歷程自述(O、P、Q)每項至多為A4格式2頁。
3.繳交資料上傳截止時間：114年5月7日下午9時止。",114.5.15
臺北醫學大學,公共衛生學系,修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、G、I、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利資料) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,"1.準備內容請至本校教務處招生組最新消息參閱本系甄試審查資料準備指引。
2.繳交資料上傳截止時間：114年5月7日下午9時止。",114.5.17
臺北醫學大學,醫務管理學系,修課紀錄(A)、課程學習成果(B、C)、多元表現(F、I、L、M、N)、學習歷程自述(O、P、Q)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,"1.準備內容請至本校教務處招生組最新消息參閱本系甄試審查資料準備指引。
2.繳交資料上傳截止時間：114年5月7日下午9時止。",114.5.19
臺北醫學大學,呼吸治療學系,修課紀錄(A)、課程學習成果(B)、多元表現(F、H、L、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利資料)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,"1.準備內容請至本校教務處招生組最新消息參閱本系甄試審查資料準備指引。
2.繳交資料上傳截止時間：114年5月7日下午9時止。",114.5.15
臺北醫學大學,高齡健康暨長期照護學系,修課紀錄(A)、課程學習成果(B、C)、多元表現(F、H、I、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利資料)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,"1.準備內容請至本校教務處招生組最新消息參閱本系甄試審查資料準備指引。
2.繳交資料上傳截止時間：114年5月7日下午9時止。",114.5.16至114.5.17
臺北醫學大學,牙體技術學系,修課紀錄(A)、課程學習成果(D)、多元表現(F、G、J、K、N)、學習歷程自述(O、P、Q)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,"1.準備內容請至本校教務處招生組最新消息參閱本系甄試審查資料準備指引。
2.繳交資料上傳截止時間：114年5月7日下午9時止。",114.5.16
臺北醫學大學,口腔衛生學系,修課紀錄(A)、課程學習成果(B、D)、多元表現(F、G、J、K、N)、學習歷程自述(O、P、Q)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,"1.準備內容請至本校教務處招生組最新消息參閱本系甄試審查資料準備指引。
2.繳交資料上傳截止時間：114年5月7日下午9時止。",114.5.19
臺北醫學大學,生物醫學工程學系,修課紀錄(A)、課程學習成果(C、D)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利資料)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,"1.準備內容請至本校教務處招生組最新消息參閱本系甄試審查資料準備指引。
2.繳交資料上傳截止時間：114年5月7日下午9時止。",114.5.19
臺北醫學大學,食品安全學系,修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、G、I、M、N)、學習歷程自述(P、Q)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.準備內容請至本校教務處招生組最新消息參閱本系甄試審查資料準備指引。2.課程學習成果請具體提出科技、家政、健護相關課程修課與學習成效。3.多元表現請提供社團、志工、研習等參與證明及反思心得。4.繳交資料上傳截止時間：114年5月7日下午9時止。,114.5.15
臺北醫學大學,醫學系（展翅A組）,修課紀錄(A)、課程學習成果(B、C)、多元表現(F、K、M、N)、學習歷程自述(O、P、Q)、其他(R.近三年經濟不利證明、S.有利審查資料) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.學習歷程自述：請依「學習歷程自述表」填寫，表單請至本校教務處招生組最新消息下載，完成填寫後併入「Q.未來學習計畫與生涯規劃」之最末頁，以A4格式2頁為限。2.近三年經濟不利證明：112~114年縣市政府或鄉鎮區公所開具之低收、中低收入戶證明。3.繳交資料上傳截止時間：114年5月7日下午9時止。,114.5.18
臺北醫學大學,牙醫學系（展翅B組）,修課紀錄(A)、課程學習成果(B、C)、多元表現(F、K、M、N)、學習歷程自述(O、P、Q)、其他(R.近三年經濟不利證明、S.有利審查資料) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.學習歷程自述：請依「學習歷程自述表」填寫，表單請至本校教務處招生組最新消息下載，完成填寫後併入「Q.未來學習計畫與生涯規劃」之最末頁，以A4格式2頁為限。2.近三年經濟不利證明：112~114年縣市政府或鄉鎮區公所開具之低收、中低收入戶證明。3.繳交資料上傳截止時間：114年5月7日下午9時止。,114.5.18
臺北醫學大學,展翅C組,修課紀錄(A)、課程學習成果(B、C)、多元表現(F、K、M、N)、學習歷程自述(O、P、Q)、其他(R.近三年經濟不利證明、S.有利審查資料) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.學習歷程自述：請依「學習歷程自述表」填寫，表單請至本校教務處招生組最新消息下載，完成填寫後併入「Q.未來學習計畫與生涯規劃」之最末頁，以A4格式2頁為限。2.近三年經濟不利證明：112~114年縣市政府或鄉鎮區公所開具之低收、中低收入戶證明。3.繳交資料上傳截止時間：114年5月7日下午9時止。,114.5.20
臺北醫學大學,展翅D組,修課紀錄(A)、課程學習成果(B、C)、多元表現(F、K、M、N)、學習歷程自述(O、P、Q)、其他(R.近三年經濟不利證明、S.有利審查資料) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.學習歷程自述：請依「學習歷程自述表」填寫，表單請至本校教務處招生組最新消息下載，完成填寫後併入「Q.未來學習計畫與生涯規劃」之最末頁，以A4格式2頁為限。2.近三年經濟不利證明：112~114年縣市政府或鄉鎮區公所開具之低收、中低收入戶證明。3.繳交資料上傳截止時間：114年5月7日下午9時止。,114.5.20
臺北醫學大學,展翅E組,修課紀錄(A)、課程學習成果(B、C)、多元表現(F、K、M、N)、學習歷程自述(O、P、Q)、其他(R.近三年經濟不利證明、S.有利審查資料) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.學習歷程自述：請依「學習歷程自述表」填寫，表單請至本校教務處招生組最新消息下載，完成填寫後併入「Q.未來學習計畫與生涯規劃」之最末頁，以A4格式2頁為限。2.近三年經濟不利證明：112~114年縣市政府或鄉鎮區公所開具之低收、中低收入戶證明。3.繳交資料上傳截止時間：114年5月7日下午9時止。,114.5.20
開南大學,企業與創業管理學系,修課紀錄(A)、課程學習成果(B)、多元表現(F、G、H、N)、學習歷程自述(P、Q)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,(無),114.5.16至114.5.17
開南大學,企業與創業管理學系(青年儲蓄帳戶組),修課紀錄(A)、課程學習成果(B)、其他(R.體驗學習報告書)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,『體驗學習報告書』佔總成績60%,114.5.16至114.5.17
開南大學,國際企業學系,修課紀錄(A)、課程學習成果(B)、多元表現(G、I、N)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,(無),114.5.16至114.5.17
開南大學,商學院國際榮譽學士學位學程,修課紀錄(A)、課程學習成果(B)、多元表現(F、G、N)、學習歷程自述(P、Q)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,(無),114.5.16至114.5.17
開南大學,國際物流與運輸管理學系,修課紀錄(A)、課程學習成果(B)、多元表現(F、H、K、L、N)、學習歷程自述(P、Q)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,無,114.5.16至114.5.17
開南大學,空運管理學系,修課紀錄(A)、課程學習成果(B)、多元表現(F、N)、學習歷程自述(O、P、Q)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,(無),114.5.16至114.5.17
開南大學,觀光與餐飲旅館學系,修課紀錄(A)、課程學習成果(B)、多元表現(F、G、M、N)、學習歷程自述(P、Q)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,(無),114.5.16至114.5.17
開南大學,觀光與餐飲旅館學系(青年儲蓄帳戶組),修課紀錄(A)、課程學習成果(B)、多元表現(F、G、M、N)、學習歷程自述(P、Q)、其他(R.體驗學習報告書)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,『體驗學習報告書』佔甄選總成績60%,114.5.16至114.5.17
